destino,actividad,precio,descripcion
Gambita,Pasadía al Manto de la Virgen y Cañón de la Hondura,$119.000,"¡A través de Triviantes, puedes reservar esté increíble pasadía para conocer al Manto de la Virgen y Cañón de la Hondura ! ¿Sabías que la Cascada Manto de la Virgen tiene una caída de al menos 150 metros? ¡Increíble! Y tú tendrás la oportunidad de apreciarla muy de cerca en este pasadía. Disfruta de un increíble recorrido por senderos montañosos donde encontrarás unas cascadas impresionantes . En algunas de ellas, podrás refrescarte con un baño y capturar momentos inolvidables en tus fotos para recordarlos por siempre. Durante el recorrido, conocerás cuatro increíbles atractivos turísticos imperdibles : La Cascada Manto de la Virgen. La Cascada Divino Niño. El Cañón de la Hondura. La Cascada Arcoíris. ¡Prepara tu traje de baño y ponte unos zapatos cómodos, porque llegaremos hasta la cima para que aprecies la mejor vista del Cañón de la Hondura! En cada tramo del recorrido, no hay nada mejor que sumergirse en las deliciosas aguas de una cascada como recompensa. Precios. El precio por persona con transporte en Vehículo 4×4 es de $119.000 pesos colombianos."
Gambita,"Pasadía a las Cascadas Humeadoras en Gambita, Santander",$90.000,"¿Alguna vez has caminado por detrás de una cascada? ¡Esta es tu oportunidad! Reserva a través de Triviantes este paquete turístico que te lleva a conocer l as cascadas Humeadoras , escondidas entre la exuberante naturaleza de Gámbita. Visitarás unas cascadas cuyos chorros de agua caen con tanta fuerza sobre las rocas que generan una especie de cortina de humo que ha inspirado su nombre, además, l as aguas que emanan de estas cascadas lucen un tono rojizo bastante particular , esto se debe a los pigmentos segregados por los árboles de roble que se encuentran sembrados en sus alrededores. Adicionalmente, contarás con un guía turístico experto que te acompañará durante todo el recorrido y te brindará información valiosa sobre la cascada y los paisajes naturales que la rodean. También disfrutarás de un delicioso almuerzo típico de la región , el cual está incluido en el paquete turístico. ¿Qué esperas para dejarte cautivar por la belleza de Gambita? Reserva tu cupo con nosotros ya. Precios. El precio por persona sin Transporte es de $65.000 pesos colombianos. El precio por persona con transporte en Vehículo 4×4 es de $90.000 pesos colombianos."
Gambita,"Tour de 2 días al Cañón de la Hondura y Cascadas, Santander",$215.000,"Esta es tu oportunidad para conocer las cascadas más hermosas de Santander y el Cañón de la Hondura en este imperdible tour de 2 días y 1 noche donde podrás divertirte, relajarte y desconectarte de la rutina. Este plan consta de una serie de recorridos por senderos montañosos para llegar a la cima de increíbles cascadas, en cuyas aguas puedes tomar un delicioso baño y capturar excepcionales fotografías. En esta experiencia estarás acompañado por un guía turístico experto que te acompañará durante todo el recorrido y te brindará información valiosa sobre la cascada y los paisajes naturales que te rodean. ¿Qué esperas para conocer las bellezas escondidas de Gambita, Santander ? Reserva tu cupo con nosotros ya Echa un vistazo a todos los atractivos turísticos que visitarás en este plan: Cascada Manto de la Virgen. Cañón de la Hondura. Cascada Los Aviones. Cascada Divino Niño. Precios. El precio por persona en Hotel económico más transporte es de $245.000 pesos colombianos. El precio por persona en Hotel con Piscina más transporte es de $295.000 pesos colombianos."
Gambita,Tour de 3 días y 2 noches para enamorarte de la naturaleza de Gambita,$310.000,"¡Prepárate para vivir una experiencia inolvidable llena de diversión en medio de la impresionante naturaleza de Santander ! Este tour de 3 días y 2 noches te llevará a descubrir los tesoros más asombrosos que esta región tiene para ofrecer. Imagina recorrer senderos emocionantes que te conducirán hacia las 4 cascadas más hermosas de Santander . Estas majestuosas caídas de agua, con una altura de más de 150 metros, te dejarán sin aliento. Su fuerza y poder crean una imagen impactante mientras el agua desciende formando una cortina de humo que te envolverá en un ambiente mágico. Pero eso no es todo, podrás sumergirte en estas refrescantes aguas y dejarte envolver por su energía revitalizante. Según los lugareños, estas cascadas poseen propiedades curativas , brindándote una experiencia única y renovadora. Echa un vistazo a todos los atractivos turísticos que visitarás en este plan: Cascada La Humeadora. Cueva del Chocó. Cascada Manto de la Virgen. Cañón de la Hondura. Cascada Divino Niño. Cascada Los Aviones. Durante todo el recorrido, estarás acompañado por un guía turístico. ¡Haz tu reserva hoy mismo y prepárate para vivir momentos inolvidables! Precios. El precio por persona en Hotel económico más transporte es de $310.000 pesos colombianos. El precio por persona en Hotel con Piscina más transporte es de $415.000 pesos colombianos."
Ansermanuevo,Descenso nivel intermedio por el Cañón de la Araña en Ansermanuevo,$155.000,"Disfruta de un día lleno de aventura en el Cañón de la Araña en donde podrás realizar un descenso nivel intermedio. Este tour tiene como punto de partida y finalización el municipio de Ansermanuevo en el departamento del Valle del Cauca. Durante el recorrido tendrás el privilegio de estar rodeado de naturaleza , escuchar la caída de agua y hacer un deporte extremo en medio de un entorno fascinante. Además, estarás acompañado y asesorado por un guía de turismo y contarás con todo el equipo necesario para que puedas disfrutar de la aventura de forma segura. Atrévete a realizar un deporte extremo en un día que recordarás por toda tu vida. Reserva tu cupo ya. Precios El precio por persona para esta actividad es de COP $155.000"
Ansermanuevo,Descenso por 5 cascadas en el Cañón de la Araña en Ansermanuevo,$150.000,"Disfruta de un día lleno de aventura en el Cañón de la Araña en donde podrás realizar un descenso por 5 cascadas saliendo desde el municipio de Ansermanuevo. En esta actividad tendrás el privilegio de estar rodeado de naturaleza, escuchar la caída de agua y hacer un deporte extremo en un paraíso natural. Durante la actividad tendrás siempre el acompañamiento y asesoría de un guía de turismo. Además te entregaremos todo el equipo necesario para que puedas disfrutar de la aventura de forma segura. Atrévete a realizar una actividad que se sale de lo cotidiano acompañado de tu familia o pareja. Reserva tu cupo ya. Precios Si reservas para 1 persona el precio por persona será de $150.000 Si reservas para 2 personas el precio por persona será de $140.000 Si reservas para 3 personas el precio por persona será de $130.000 Si reservas para 4 a 8 personas el precio por persona será de $120.000 Los descuento para grupos se aplicarán de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
La Tatacoa,Excursión Terrestre al Desierto de la Tatacoa desde Cali,$640.000,Acompáñanos en este tour de 3 días y 2 noches al Desierto de la Tatacoa saliendo desde la ciudad de Cali. Este viaje te permitirá vivir la magia indescriptible del desierto a través de los recorridos que realizarás en esta región. Disfrutarás de los colores y de la naturaleza paisajística que ofrece este lugar ubicado en el norte del departamento del Huila. Adicionalmente disfrutarás de 2 noches en las que observaras gran cantidad de estrellas lo que hará que sean noches inolvidables. Ten presente que durante la excursión estarás acompañado(a) por guías locales quienes te contarán la historia de cada uno de los lugares que visitarás. ¿Qué esperas para vivir una experiencia inolvidable en el Desierto de la Tatacoa? Reserva tu cupo con nosotros ya.
La Tatacoa,Tour al Desierto de la Tatacoa y Mano del Gigante desde Bogotá,$785.000,"Vive una experiencia inolvidable entre paisajes áridos, cielos estrellados y maravillas naturales en el Desierto de la Tatacoa , uno de los destinos más fascinantes de Colombia. Este recorrido de 3 días combina naturaleza, ciencia, cultura y aventura: desde la icónica Mano del Gigante con sus vistas panorámicas, hasta el observatorio astronómico donde podrás contemplar las estrellas como nunca antes. Explora los senderos rojizos del sector Cuzco, el valle gris de Los Hoyos y los fascinantes xilópalos , vestigios de un antiguo bosque fósil. Además, conoce Villavieja , su historia paleontológica y la hospitalidad de su gente. ¿Te atreves a descubrir el corazón del desierto colombiano? Precios El precio por adulto mayor de 10 años es de COP $785.000 El precio por niños entre 5 a 10 años es de COP $745.000"
La Tatacoa,Desierto de la Tatacoa desde Manizales,$400.000,"Vive una experiencia única en el majestuoso Desierto de la Tatacoa , un destino fascinante con paisajes impresionantes y cielos estrellados . Conecta con la naturaleza, explora escenarios únicos y maravíllate con uno de los lugares más icónicos de Colombia Este impresionante desierto, conocido por sus paisajes áridos y formaciones rocosas únicas , ofrece una experiencia inolvidable para los viajeros que buscan conectar con la naturaleza en su estado más puro. Recorrerás el Desierto Gris , donde los colores y las estructuras del paisaje te dejarán sin aliento, mientras exploras un terreno lleno de historia y belleza natural. Podrás relajarte en una tranquila piscina rodeada de este singular entorno, disfrutando del contraste entre el agua y el árido paisaje. Además, vivirás una experiencia astronómica única , observando las estrellas desde el Observatorio Astronómico , un lugar privilegiado para admirar el cielo despejado y aprender sobre el cosmos. Sumérgete en una aventura que combina la serenidad del desierto con la inmensidad del universo, y déjate cautivar por uno de los lugares más icónicos y misteriosos de Colombia. Precios 2025 El precio por persona mayor de 90 cms es de COP $400.000. COP"
Manizales,Excursión de un día al Nevado del Ruiz desde Manizales,$350.000,"Si quieres vivir un día lleno de aventuras en alta montaña, esta excursión de un día al Nevado del Ruiz saliendo desde la ciudad de Manizales, Caldas es, sin duda, el plan perfecto para ti. Durante esta visita al Nevado disfrutarás de paisajes deslumbrantes como el ofrecido por la Laguna Negra y sus Frailejones, caminarás por lugares mágicos como el Valle de las Tumbas y visitarás sitios tan increíbles como el Hotel Termales el Otoño donde experimentarás los beneficios de las deliciosas aguas termales. Además, contarás con la compañía de un guía profesional que te explicará los detalles más importantes de cada uno de los lugares que visites. Algunos de las actividades más destacados que realizarás en esta excursión de un día al Nevado del Ruiz serán: Desayunarás en el Restaurante La Esperanza. Conocerás el increíble paisaje de La Laguna Negra. Visitarás El Nevado del Ruiz y sus zonas más importantes como Los Aguacerales , Los Arenales , El Valle Lunar y El Valle de las Tumbas. Conocerás La Cascadas del Gualí. Te bañarás en las deliciosas piscinas termales del Hotel Termales el Otoño. ¡Y mucho más! ¿Qué esperas para vivir un día inolvidable en el Parque Natural los Nevados ? Reserva tú cupo ya. Precios. El precio por cada adulto o mayor de 6 años es de COP $350.000"
